,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
5740,sh,t0039105,Rent Change,3/14/2018,SH5926,3/31/2018,,775.0,0,1006,2,1.5,0.0,,large
5741,sh,t0039108,Rent Change,3/5/2018,AC1065,3/20/2018,,1080.0,0,1350,3,1.5,0.0,,large
5742,mpg,t0039120,Rent Change,2/27/2018,1994-07B,3/31/2018,,1449.0,0,930,2,2.0,0.0,,medium
5743,mpg,t0039120,Rent Change,2/27/2018,1994-07B,3/31/2018,,1299.0,0,930,2,2.0,-150.0,,medium
5744,mpg,t0039120,Rent Change,4/4/2018,2018-06A,4/10/2018,,1449.0,0,1040,2,2.0,150.0,,large
5745,sh,t0039125,Rent Change,2/28/2018,TH5802,3/1/2018,,800.0,0,1006,3,1.5,0.0,,large
5746,sh,t0039125,Rent Change,3/31/2018,TH5802,3/6/2018,,775.0,0,1006,3,1.5,-25.0,,large
5747,sh,t0039134,Rent Change,3/2/2018,FT5862O,3/5/2018,,650.0,0,932,2,1.0,0.0,,medium
5748,sh,t0039137,Rent Change,3/2/2018,WC5940B,3/5/2018,,870.0,0,950,2,2.0,0.0,,medium
5749,sh,t0039137,Rent Change,3/2/2018,FT5880F,3/5/2018,,685.0,0,984,2,1.0,-185.0,,medium
5750,sh,t0039137,Rent Change,3/2/2018,FT5862O,3/5/2018,,650.0,0,932,2,1.0,-35.0,,medium
5751,sh,t0039137,Rent Change,3/7/2018,WC5940B,3/9/2018,,870.0,0,950,2,2.0,220.0,,medium
5752,mpg,t0039140,Rent Change,4/30/2018,2036-06A,4/4/2018,,1210.0,0,1040,2,2.0,0.0,,large
5754,ce,t0039141,Rent Change,3/1/2018,M0030D,4/14/2018,,748.0,0,875,2,1.5,0.0,,medium
5755,sh,t0039150,Rent Change,3/5/2018,AC1139,3/5/2018,,1050.0,0,1350,2,1.5,0.0,,large
5756,sh,t0039150,Rent Change,3/5/2018,AC1139,3/5/2018,,1175.0,0,1350,2,1.5,125.0,,large
5757,sh,t0039150,Rent Change,3/31/2018,AC1139,3/5/2018,11/2/2018,1227.0,1,1350,2,1.5,52.0,216 days 00:00:00.000000000,large
5758,sh,t0039152,Rent Change,3/5/2018,FT5880M,3/14/2018,,685.0,0,984,2,1.0,0.0,,medium
5759,sh,t0039152,Rent Change,3/31/2018,FT5880M,3/5/2018,,724.0,0,984,2,1.0,39.0,,medium
5760,ce,t0039157,Rent Change,3/13/2018,S1456D,5/5/2018,,729.0,0,675,1,1.0,0.0,,medium
5761,ce,t0039157,Rent Change,5/31/2018,S1456D,5/5/2018,8/3/2018,802.0,1,675,1,1.0,73.0,64 days 00:00:00.000000000,medium
5762,sh,t0039158,Rent Change,3/7/2018,FT5880F,3/16/2018,,685.0,0,984,2,1.0,0.0,,medium
5763,sh,t0039163,Rent Change,3/3/2018,WC5970H,5/31/2018,,675.0,0,950,2,1.0,0.0,,medium
5764,ce,t0039165,Rent Change,3/31/2018,M0011E,3/17/2018,,722.0,0,635,1,1.0,0.0,,medium
5765,ce,t0039185,Rent Change,4/30/2018,C5273D,4/14/2018,9/12/2018,809.0,1,675,1,1.0,0.0,135 days 00:00:00.000000000,medium
5766,sh,t0039188,Rent Change,3/13/2018,WC5956P,4/13/2018,,715.0,0,963,2,1.5,0.0,,medium
5767,fh,t0039197,Rent Change,3/7/2018,4763A,3/9/2018,,975.0,0,912,2,1.0,0.0,,medium
5768,fh,t0039197,Rent Change,3/7/2018,4763A,3/9/2018,,1060.0,0,912,2,1.0,85.0,,medium
5769,fh,t0039199,Rent Change,3/12/2018,4739C,3/11/2018,,950.0,0,700,1,1.0,0.0,,medium
5770,fh,t0039199,Rent Change,3/12/2018,4739C,3/11/2018,,999.0,0,700,1,1.0,49.0,,medium
5772,ce,t0039202,Rent Change,12/1/2013,M0009D,6/28/2004,,603.0,0,635,1,1.0,0.0,,medium
5773,ce,t0039202,Rent Change,5/31/2014,M0009D,6/28/2004,,621.0,0,635,1,1.0,18.0,,medium
5774,ce,t0039202,Rent Change,11/30/2015,M0009D,6/28/2004,,649.0,0,635,1,1.0,28.0,,medium
5775,ce,t0039202,Rent Change,11/30/2016,M0009D,6/28/2004,,669.0,0,635,1,1.0,20.0,,medium
5776,ce,t0039202,Rent Change,12/1/2017,M0009D,6/28/2004,,679.0,0,635,1,1.0,10.0,,medium
5777,ce,t0039202,Rent Change,11/30/2018,M0009D,6/28/2004,,699.0,0,635,1,1.0,20.0,,medium
5778,ce,t0039203,Rent Change,3/10/2015,C5303M,3/10/2015,,619.0,0,675,1,1.0,0.0,,medium
5779,ce,t0039203,Rent Change,2/29/2016,C5303M,3/10/2015,,633.0,0,675,1,1.0,14.0,,medium
5780,ce,t0039203,Rent Change,3/31/2016,C5303M,3/10/2015,,639.0,0,675,1,1.0,6.0,,medium
5781,ce,t0039203,Rent Change,2/28/2018,C5303M,3/10/2015,4/6/2018,659.0,1,675,1,1.0,20.0,37 days 00:00:00.000000000,medium
5782,ce,t0039204,Rent Change,3/11/2016,M0036B,4/22/2016,,699.0,0,875,2,1.5,0.0,,medium
5783,ce,t0039204,Rent Change,3/31/2017,M0036B,4/22/2016,,707.0,0,875,2,1.5,8.0,,medium
5784,ce,t0039204,Rent Change,4/30/2017,M0036B,4/22/2016,6/2/2018,728.0,1,875,2,1.5,21.0,398 days 00:00:00.000000000,medium
5785,ce,t0039206,Rent Change,11/30/2015,C5307D,11/26/2014,,649.0,0,675,1,1.0,0.0,,medium
5786,ce,t0039206,Rent Change,10/31/2016,C5307D,11/26/2014,,653.0,0,675,1,1.0,4.0,,medium
5787,ce,t0039206,Rent Change,11/30/2016,C5307D,11/26/2014,,669.0,0,675,1,1.0,16.0,,medium
5788,ce,t0039206,Rent Change,10/31/2017,C5307D,11/26/2014,,671.0,0,675,1,1.0,2.0,,medium
5789,ce,t0039206,Rent Change,12/1/2017,C5307D,11/26/2014,3/31/2018,679.0,1,675,1,1.0,8.0,120 days 00:00:00.000000000,medium
5790,ce,t0039207,Rent Change,3/31/2016,M0010B,4/11/2015,,681.0,0,875,2,1.5,0.0,,medium
5791,ce,t0039207,Rent Change,5/1/2016,M0010B,4/11/2015,,694.0,0,875,2,1.5,13.0,,medium
5792,ce,t0039207,Rent Change,3/31/2017,M0010B,4/11/2015,,716.0,0,875,2,1.5,22.0,,medium
5793,ce,t0039207,Rent Change,4/30/2017,M0010B,4/11/2015,3/16/2018,728.0,1,875,2,1.5,12.0,320 days 00:00:00.000000000,medium
5794,sh,t0039211,Rent Change,3/9/2018,SH5857,3/14/2018,,815.0,0,1006,2,1.5,0.0,,large
5795,sh,t0039211,Rent Change,4/30/2018,SH5857,3/14/2018,,814.0,0,1006,2,1.5,-1.0,,large
5796,sh,t0039214,Rent Change,10/31/2017,SH5954,10/31/2016,,711.0,0,1006,2,1.5,0.0,,large
5797,sh,t0039214,Rent Change,12/1/2017,SH5954,10/31/2016,3/16/2018,734.0,1,1006,2,1.5,23.0,105 days 00:00:00.000000000,large
5798,sh,t0039215,Rent Change,3/19/2018,TH5808,4/15/2018,10/11/2018,800.0,1,1006,3,1.5,0.0,206 days 00:00:00.000000000,large
5799,mpg,t0039222,Rent Change,3/10/2018,1998-03B,3/10/2018,10/23/2018,1449.0,1,1040,2,2.0,0.0,227 days 00:00:00.000000000,large
5800,sh,t0039224,Rent Change,3/16/2018,WC5966A,4/11/2018,,715.0,0,963,2,1.5,0.0,,medium
5801,sh,t0039224,Rent Change,3/16/2018,WC5966A,4/11/2018,,650.0,0,963,2,1.5,-65.0,,medium
5802,sh,t0039224,Rent Change,3/17/2018,WC5960K,4/11/2018,,715.0,0,963,2,1.5,65.0,,medium
5803,sh,t0039224,Rent Change,4/30/2018,WC5960K,4/1/2018,,685.0,0,963,2,1.5,-30.0,,medium
5804,sh,t0039238,Rent Change,3/14/2018,TH5983,3/28/2018,,800.0,0,1006,3,1.5,0.0,,large
5805,sh,t0039238,Rent Change,3/31/2018,TH5983,3/14/2018,5/10/2018,836.0,1,1006,3,1.5,36.0,40 days 00:00:00.000000000,large
5806,sh,t0039246,Rent Change,3/14/2018,WC5966E,4/15/2018,,715.0,0,963,2,1.5,0.0,,medium
5807,sh,t0039257,Rent Change,4/18/2018,SH5809,6/10/2018,,900.0,0,1156,3,1.5,0.0,,large
5808,sh,t0039266,Rent Change,3/31/2018,TH5783,3/15/2018,,814.0,0,1006,2,1.5,0.0,,large
5809,fh,t0039277,Rent Change,6/6/2018,4735D,7/24/2018,,999.0,0,700,1,1.0,0.0,,medium
5810,fh,t0039277,Rent Change,7/24/2018,4735D,7/24/2018,,1040.0,0,700,1,1.0,41.0,,medium
5811,fh,t0039279,Rent Change,3/22/2018,1142A,8/10/2018,,984.0,0,700,1,1.0,0.0,,medium
5812,fh,t0039279,Rent Change,4/13/2018,WAIT1BR1,8/10/2018,,850.0,0,700,1,,-134.0,,medium
5813,fh,t0039279,Rent Change,6/21/2018,1140C,8/10/2018,,999.0,0,700,1,1.0,149.0,,medium
5814,fh,t0039279,Rent Change,7/27/2018,4759C,8/10/2018,,1040.0,0,700,1,1.0,41.0,,medium
5815,sh,t0039291,Rent Change,3/16/2018,WC5946H,3/17/2018,,720.0,0,950,2,2.0,0.0,,medium
5816,sh,t0039291,Rent Change,3/17/2018,WC5966A,3/17/2018,,715.0,0,963,2,1.5,-5.0,,medium
5817,sh,t0039291,Rent Change,3/31/2018,WC5966A,3/17/2018,,786.5,0,963,2,1.5,71.5,,medium
5818,sh,t0039291,Rent Change,4/6/2018,WC5966A,3/17/2018,,715.0,0,963,2,1.5,-71.5,,medium
5819,sh,t0039291,Rent Change,4/30/2018,WC5966A,3/17/2018,5/14/2018,786.5,1,963,2,1.5,71.5,14 days 00:00:00.000000000,medium
5820,sh,t0039294,Rent Change,3/17/2018,WC5940F,3/31/2018,,720.0,0,950,2,2.0,0.0,,medium
5821,sh,t0039296,Rent Change,3/31/2018,SH5825,3/16/2018,11/2/2018,814.0,1,1006,3,1.5,0.0,216 days 00:00:00.000000000,large
5822,sh,t0039304,Rent Change,3/31/2018,WC5946H,3/17/2018,8/23/2018,792.0,1,950,2,2.0,0.0,145 days 00:00:00.000000000,medium
5823,sh,t0039306,Rent Change,3/27/2018,WAIT-3TA,3/31/2018,,735.0,0,1006,3,,0.0,,large
5824,sh,t0039307,Rent Change,3/17/2018,WC5950D,4/15/2018,,720.0,0,950,2,2.0,0.0,,medium
5825,sh,t0039314,Rent Change,3/18/2018,FT5827,4/2/2018,,1080.0,0,1350,3,1.5,0.0,,large
5826,ce,t0039317,Rent Change,4/30/2018,M0016B,4/14/2018,,801.0,0,875,2,1.5,0.0,,medium
5827,fh,t0039330,Rent Change,9/10/2018,1064C,9/2/2018,,999.0,0,912,2,1.0,0.0,,medium
5828,fh,t0039330,Rent Change,12/31/2018,1064C,9/2/2018,,1026.0,0,912,2,1.0,27.0,,medium
5829,sh,t0039333,Rent Change,3/31/2018,WC5940F,3/28/2018,,690.0,0,950,2,2.0,0.0,,medium
5830,sh,t0039336,Rent Change,4/17/2018,SH5804,5/10/2018,,800.0,0,1006,3,1.5,0.0,,large
5832,ce,t0039342,Rent Change,6/30/2013,S1450E,7/30/1999,,580.0,0,675,1,1.0,15.0,,medium
5833,ce,t0039342,Rent Change,6/30/2014,S1450E,7/30/1999,,597.0,0,675,1,1.0,17.0,,medium
5834,ce,t0039342,Rent Change,6/30/2015,S1450E,7/30/1999,,615.0,0,675,1,1.0,18.0,,medium
5835,ce,t0039342,Rent Change,6/30/2016,S1450E,7/30/1999,,645.0,0,675,1,1.0,30.0,,medium
5836,ce,t0039342,Rent Change,6/30/2017,S1450E,7/30/1999,3/21/2018,667.0,1,675,1,1.0,22.0,264 days 00:00:00.000000000,medium
5837,ce,t0039343,Rent Change,5/31/2017,S1450B,4/29/2017,3/21/2018,657.0,1,675,1,1.0,0.0,294 days 00:00:00.000000000,medium
5838,ce,t0039351,Rent Change,4/30/2017,S1450F,5/20/2016,,659.0,0,675,1,1.0,0.0,,medium
5839,ce,t0039351,Rent Change,5/31/2017,S1450F,5/20/2016,3/24/2018,667.0,1,675,1,1.0,8.0,297 days 00:00:00.000000000,medium
5840,ce,t0039352,Rent Change,6/30/2017,S1450G,7/28/2016,,656.0,0,675,1,1.0,0.0,,medium
5841,ce,t0039352,Rent Change,7/31/2017,S1450G,7/28/2016,3/24/2018,667.0,1,675,1,1.0,11.0,236 days 00:00:00.000000000,medium
5842,ce,t0039353,Rent Change,6/5/2017,S1450K,6/10/2017,3/24/2018,677.0,1,675,1,1.0,0.0,292 days 00:00:00.000000000,medium
5843,ce,t0039354,Rent Change,2/16/2017,S1450L,4/7/2017,3/24/2018,677.0,1,675,1,1.0,0.0,401 days 00:00:00.000000000,medium
5844,ce,t0039355,Rent Change,3/28/2018,M0009F,3/28/2018,,680.0,0,635,1,1.0,0.0,,medium
5845,ce,t0039355,Rent Change,3/31/2018,M0009F,3/28/2018,,656.0,0,635,1,1.0,-24.0,,medium
5846,ce,t0039357,Rent Change,10/31/2017,S1452J,10/6/2017,3/19/2018,759.0,1,675,1,1.0,0.0,139 days 00:00:00.000000000,medium
5847,ce,t0039359,Rent Change,1/31/2017,S1452E,1/2/2017,3/22/2018,667.0,1,675,1,1.0,0.0,415 days 00:00:00.000000000,medium
5848,sh,t0039364,Rent Change,3/22/2018,WC5960K,3/31/2018,,715.0,0,963,2,1.5,0.0,,medium
5849,sh,t0039364,Rent Change,3/26/2018,TH5801,3/31/2018,7/9/2018,775.0,1,1006,2,1.5,60.0,105 days 00:00:00.000000000,large
5850,fh,t0039373,Rent Change,3/23/2018,1142AB,4/1/2018,,984.0,0,700,1,1.0,0.0,,medium
5851,fh,t0039373,Rent Change,3/31/2018,1142AB,3/23/2018,7/1/2018,909.0,1,700,1,1.0,-75.0,92 days 00:00:00.000000000,medium
5852,fh,t0039376,Rent Change,4/6/2018,1038A,5/18/2018,,984.0,0,700,1,1.0,0.0,,medium
5853,fh,t0039376,Rent Change,4/17/2018,1103C,5/18/2018,,1040.0,0,700,1,1.0,56.0,,medium
5854,fh,t0039381,Rent Change,3/24/2018,WAIT1AR1,8/15/2018,,999.0,0,387,1,,0.0,,small
5855,fh,t0039381,Rent Change,6/20/2018,1142D,8/15/2018,,1210.0,0,912,2,1.0,211.0,,medium
5856,fh,t0039381,Rent Change,8/15/2018,1142D,8/15/2018,,1135.0,0,912,2,1.0,-75.0,,medium
5857,sh,t0039384,Rent Change,3/27/2018,WC5960H,4/23/2018,,715.0,0,963,2,1.5,0.0,,medium
5858,sh,t0039384,Rent Change,4/30/2018,WC5960H,4/23/2018,,751.0,0,963,2,1.5,36.0,,medium
5859,sh,t0039387,Rent Change,4/10/2018,AC1065,4/13/2018,,1250.0,0,1350,3,1.5,0.0,,large
5860,sh,t0039387,Rent Change,4/10/2018,AC1065,4/13/2018,,800.0,0,1350,3,1.5,-450.0,,large
5861,sh,t0039387,Rent Change,5/31/2018,AC1065,4/13/2018,,840.0,0,1350,3,1.5,40.0,,large
5863,sh,t0039392,Rent Change,4/23/2018,SH5757,6/10/2018,,900.0,0,1156,3,1.5,0.0,,large
5864,mpg,t0039396,Rent Change,3/26/2018,1986-10C,4/3/2018,,1050.0,0,835,1,1.0,0.0,,medium
5865,sh,t0039398,Rent Change,3/26/2018,TT1174,4/18/2018,,1500.0,0,1350,3,1.5,0.0,,large
5867,sh,t0039398,Rent Change,4/10/2018,TH5808,5/22/2018,,800.0,0,1006,3,1.5,-100.0,,large
5868,sh,t0039398,Rent Change,5/5/2018,SH5811,6/10/2018,,900.0,0,1156,3,1.5,100.0,,large
5869,mpg,t0039399,Rent Change,3/25/2018,2006-12A,5/4/2018,,1050.0,0,835,1,1.0,0.0,,medium
5873,ce,t0039400,Rent Change,7/31/2014,S1452C,11/27/2012,,577.0,0,675,1,1.0,17.0,,medium
5874,ce,t0039400,Rent Change,8/31/2015,S1452C,11/27/2012,,621.0,0,675,1,1.0,44.0,,medium
5875,ce,t0039400,Rent Change,8/31/2016,S1452C,11/27/2012,,644.0,0,675,1,1.0,23.0,,medium
5876,ce,t0039400,Rent Change,8/31/2017,S1452C,11/27/2012,3/26/2018,657.0,1,675,1,1.0,13.0,207 days 00:00:00.000000000,medium
5877,sh,t0039401,Rent Change,4/5/2018,WC5940B,4/7/2018,6/15/2018,870.0,1,950,2,2.0,0.0,71 days 00:00:00.000000000,medium
5878,ce,t0039403,Rent Change,3/31/2017,M0030D,3/31/2016,3/31/2018,748.0,1,875,2,1.5,0.0,365 days 00:00:00.000000000,medium
5879,ce,t0039404,Rent Change,10/31/2016,S1450M,10/29/2015,,679.0,0,675,1,1.0,0.0,,medium
5880,ce,t0039404,Rent Change,10/31/2017,S1450M,10/29/2015,3/19/2018,689.0,1,675,1,1.0,10.0,139 days 00:00:00.000000000,medium
5881,fh,t0039412,Rent Change,3/30/2018,1040D,5/7/2018,,924.0,0,700,1,1.0,0.0,,medium
5882,mpg,t0039417,Rent Change,3/29/2018,2026-03A,5/1/2018,,1100.0,0,1040,2,2.0,0.0,,large
5883,sh,t0039418,Rent Change,3/27/2018,TH5831,5/1/2018,,900.0,0,1156,3,1.5,0.0,,large
5884,mpg,t0039423,Rent Change,5/8/2018,2024-05B,6/4/2018,,1119.0,0,835,1,1.0,0.0,,medium
5885,mpg,t0039428,Rent Change,6/30/2018,2034-05B,4/6/2018,,1401.0,0,1040,2,2.0,0.0,,large
5886,ce,t0039429,Rent Change,4/2/2018,C5269D,4/12/2018,,675.0,0,675,1,1.0,0.0,,medium
5887,fh,t0039438,Rent Change,3/30/2018,1071B,3/31/2018,,909.0,0,700,1,1.0,0.0,,medium
5888,fh,t0039441,Rent Change,3/29/2018,4731A,4/30/2018,,999.0,0,912,2,1.0,0.0,,medium
5889,fh,t0039441,Rent Change,4/5/2018,4731C,4/30/2018,,1210.0,0,912,2,1.0,211.0,,medium
5890,fh,t0039441,Rent Change,7/1/2018,4731C,7/1/2018,,999.0,0,912,2,1.0,-211.0,,medium
5891,sh,t0039448,Rent Change,3/30/2018,TH5828,4/30/2018,,775.0,0,1006,2,1.5,0.0,,large
5892,ce,t0039450,Rent Change,12/10/2013,C0011G,1/31/2014,,670.0,0,905,2,1.0,0.0,,medium
5893,ce,t0039450,Rent Change,12/10/2013,C0011G,1/31/2014,,695.0,0,905,2,1.0,25.0,,medium
5894,ce,t0039450,Rent Change,5/1/2016,C0011G,1/18/2014,,729.0,0,905,2,1.0,34.0,,medium
5895,ce,t0039450,Rent Change,4/30/2017,C0011G,1/18/2014,5/3/2018,759.0,1,905,2,1.0,30.0,368 days 00:00:00.000000000,medium
5896,fh,t0039459,Rent Change,3/31/2018,1071B,3/31/2018,,909.0,0,700,1,1.0,0.0,,medium
5897,fh,t0039461,Rent Change,5/1/2018,1051C,7/28/2018,,1235.0,0,912,2,1.0,0.0,,medium
5898,fh,t0039461,Rent Change,5/1/2018,1051C,7/28/2018,,999.0,0,912,2,1.0,-236.0,,medium
5899,fh,t0039461,Rent Change,6/14/2018,4767D,7/28/2018,,1210.0,0,912,2,1.0,211.0,,medium
5900,fh,t0039461,Rent Change,6/15/2018,4767D,7/28/2018,,999.0,0,912,2,1.0,-211.0,,medium
5901,fh,t0039463,Rent Change,3/31/2018,1112C,6/1/2018,,1115.0,0,700,1,1.0,0.0,,medium
5902,fh,t0039463,Rent Change,4/5/2018,1112C,6/8/2018,,909.0,0,700,1,1.0,-206.0,,medium
5903,fh,t0039466,Rent Change,4/12/2018,WAIT2R-2,7/13/2018,,999.0,0,912,2,,0.0,,medium
5904,fh,t0039466,Rent Change,6/6/2018,1071C,7/13/2018,,1210.0,0,912,2,1.0,211.0,,medium
5905,fh,t0039466,Rent Change,6/6/2018,1071C,7/13/2018,,999.0,0,912,2,1.0,-211.0,,medium
5906,ce,t0039479,Rent Change,5/31/2018,C05272,5/19/2018,1/2/2019,975.0,1,1088,2,1.5,0.0,216 days 00:00:00.000000000,large
5907,sh,t0039480,Rent Change,4/10/2018,WC5950D,4/30/2018,,720.0,0,950,2,2.0,0.0,,medium
5908,fh,t0039485,Rent Change,4/3/2018,1028C,6/1/2018,,909.0,0,700,1,1.0,0.0,,medium
5909,fh,t0039488,Rent Change,6/5/2018,1091D,7/15/2018,,999.0,0,700,1,1.0,0.0,,medium
5910,fh,t0039488,Rent Change,7/20/2018,1091D,7/15/2018,,924.0,0,700,1,1.0,-75.0,,medium
5911,fh,t0039492,Rent Change,4/4/2018,4763D,5/1/2018,,1210.0,0,912,2,1.0,0.0,,medium
5912,fh,t0039492,Rent Change,4/26/2018,4763D,4/30/2018,,999.0,0,912,2,1.0,-211.0,,medium
5913,mpg,t0039497,Rent Change,6/30/2018,2024-09B,5/15/2018,,1175.0,0,835,1,1.0,0.0,,medium
5914,ce,t0039500,Rent Change,5/31/2018,C5271J,5/5/2018,,740.0,0,675,1,1.0,0.0,,medium
5915,sh,t0039508,Rent Change,4/24/2018,SH5911,4/23/2018,,775.0,0,1006,2,1.5,0.0,,large
5916,fh,t0039511,Rent Change,4/6/2018,1102AB,6/10/2018,,999.0,0,912,2,1.0,0.0,,medium
5917,fh,t0039511,Rent Change,4/11/2018,1142DB,6/10/2018,,1235.0,0,912,2,1.0,236.0,,medium
5918,fh,t0039511,Rent Change,4/17/2018,1101D,6/22/2018,,999.0,0,912,2,1.0,-236.0,,medium
5919,sh,t0039521,Rent Change,5/31/2018,FT5788,5/1/2018,,1376.0,0,1350,3,1.5,0.0,,large
5920,sh,t0039521,Rent Change,6/30/2018,FT5788,5/1/2018,,1313.0,0,1350,3,1.5,-63.0,,large
5921,fh,t0039527,Rent Change,4/8/2018,4759D,5/15/2018,,1040.0,0,912,2,1.0,0.0,,medium
5922,fh,t0039531,Rent Change,4/9/2018,1025D,5/1/2018,,1235.0,0,912,2,1.0,0.0,,medium
5923,fh,t0039536,Rent Change,6/20/2018,1113A,9/1/2018,,1135.0,0,912,2,1.0,0.0,,medium
5924,mpg,t0039538,Rent Change,4/16/2018,1968-07B,6/22/2018,,1119.0,0,835,1,1.0,0.0,,medium
5925,mpg,t0039538,Rent Change,4/19/2018,2006-13B,6/22/2018,,1050.0,0,835,1,1.0,-69.0,,medium
5926,mpg,t0039538,Rent Change,6/30/2018,2006-13B,6/22/2018,,1119.0,0,835,1,1.0,69.0,,medium
5927,fh,t0039548,Rent Change,4/13/2018,1018D,4/20/2018,,1210.0,0,912,2,1.0,0.0,,medium
5928,fh,t0039548,Rent Change,4/30/2018,1018D,4/20/2018,10/20/2018,1135.0,1,912,2,1.0,-75.0,173 days 00:00:00.000000000,medium
5929,fh,t0039558,Rent Change,4/17/2018,1081B,5/1/2018,,1060.0,0,912,2,1.0,0.0,,medium
5930,fh,t0039558,Rent Change,4/17/2018,1100B,5/1/2018,,1059.0,0,700,1,1.0,-1.0,,medium
5931,fh,t0039558,Rent Change,4/25/2018,1100B,6/1/2018,,1060.0,0,700,1,1.0,1.0,,medium
5932,fh,t0039558,Rent Change,5/9/2018,4747B,6/1/2018,,984.0,0,700,1,1.0,-76.0,,medium
5933,fh,t0039558,Rent Change,5/10/2018,1014C,6/1/2018,,1210.0,0,912,2,1.0,226.0,,medium
5934,fh,t0039558,Rent Change,5/10/2018,1014C,6/1/2018,,1060.0,0,912,2,1.0,-150.0,,medium
5935,mpg,t0039563,Rent Change,4/16/2018,2006-01C,6/1/2018,,1649.0,0,1240,2,2.0,0.0,,large
5936,mpg,t0039564,Rent Change,4/16/2018,2032-02A,5/26/2018,,1299.0,0,895,2,2.0,0.0,,medium
5937,mpg,t0039564,Rent Change,4/19/2018,1986-01C,5/10/2018,,1699.0,0,1240,3,3.0,400.0,,large
5938,mpg,t0039565,Rent Change,4/16/2018,2024-04A,5/15/2018,7/31/2018,1119.0,1,835,1,1.0,0.0,106 days 00:00:00.000000000,medium
5939,sh,t0039569,Rent Change,4/17/2018,WC5970F,4/30/2018,,675.0,0,950,2,1.0,0.0,,medium
5940,sh,t0039569,Rent Change,4/24/2018,WC5936G,4/30/2018,,720.0,0,950,2,2.0,45.0,,medium
5941,sh,t0039570,Rent Change,4/17/2018,TT1203,5/1/2018,,1175.0,0,1350,2,1.5,0.0,,large
5942,sh,t0039571,Rent Change,4/17/2018,TH5806,7/1/2018,,800.0,0,1006,3,1.5,0.0,,large
5943,sh,t0039571,Rent Change,4/17/2018,TH5801,7/1/2018,,775.0,0,1006,2,1.5,-25.0,,large
5944,sh,t0039571,Rent Change,4/18/2018,SH5763,7/14/2018,,900.0,0,1156,3,1.5,125.0,,large
5945,sh,t0039571,Rent Change,5/11/2018,SH5944,7/1/2018,,775.0,0,1006,2,1.5,-125.0,,large
5946,sh,t0039572,Rent Change,4/25/2018,SH5954,4/30/2018,8/21/2018,775.0,1,1006,2,1.5,0.0,118 days 00:00:00.000000000,large
5947,sh,t0039577,Rent Change,4/17/2018,TH5806,4/23/2018,,800.0,0,1006,3,1.5,0.0,,large
5948,mpg,t0039580,Rent Change,4/16/2018,1986-09A,6/1/2018,,1119.0,0,835,1,1.0,0.0,,medium
5949,ce,t0039585,Rent Change,5/31/2014,M0001E,6/1/2014,,685.0,0,875,2,1.5,0.0,,medium
5950,ce,t0039585,Rent Change,5/31/2015,M0001E,6/1/2014,,706.0,0,875,2,1.5,21.0,,medium
5951,ce,t0039585,Rent Change,5/31/2016,M0001E,6/1/2014,,729.0,0,875,2,1.5,23.0,,medium
5952,ce,t0039585,Rent Change,5/31/2017,M0001E,6/1/2014,5/31/2018,758.0,1,875,2,1.5,29.0,365 days 00:00:00.000000000,medium
5953,ce,t0039587,Rent Change,4/19/2018,C5322F,6/12/2018,,685.0,0,675,1,1.0,0.0,,medium
5954,ce,t0039587,Rent Change,6/30/2018,C5322F,6/12/2018,,743.0,0,675,1,1.0,58.0,,medium
5955,ce,t0039591,Rent Change,4/30/2018,M0003D,4/30/2018,,830.0,0,875,2,1.5,0.0,,medium
5956,fh,t0039594,Rent Change,4/19/2018,4747B,4/30/2018,,909.0,0,700,1,1.0,0.0,,medium
5957,fh,t0039594,Rent Change,5/9/2018,1102AB,5/25/2018,,1135.0,0,912,2,1.0,226.0,,medium
5958,fh,t0039594,Rent Change,5/11/2018,4747B,6/8/2018,,984.0,0,700,1,1.0,-151.0,,medium
5959,sh,t0039596,Rent Change,5/3/2018,AC1120,5/5/2018,,1250.0,0,1350,3,1.5,0.0,,large
5960,ce,t0039600,Rent Change,4/19/2018,C5250C,4/20/2018,,909.0,0,955,2,2.0,0.0,,medium
5961,ce,t0039600,Rent Change,4/20/2018,S1458A,5/31/2018,,675.0,0,675,1,1.0,-234.0,,medium
5962,ce,t0039600,Rent Change,6/30/2018,S1458A,6/1/2018,,743.0,0,675,1,1.0,68.0,,medium
5963,mpg,t0039601,Rent Change,4/21/2018,1982-04B,5/15/2018,,1449.0,0,1040,2,2.0,0.0,,large
5964,mpg,t0039606,Rent Change,4/19/2018,2024-11C,6/5/2018,,1119.0,0,835,1,1.0,0.0,,medium
5965,sh,t0039608,Rent Change,4/26/2018,TH5806,4/30/2018,,800.0,0,1006,3,1.5,0.0,,large
5966,sh,t0039608,Rent Change,4/29/2018,TH5806,4/30/2018,,743.0,0,1006,3,1.5,-57.0,,large
5967,sh,t0039608,Rent Change,4/30/2018,TH5806,4/30/2018,,784.0,0,1006,3,1.5,41.0,,large
5968,sh,t0039608,Rent Change,6/8/2018,TH5806,4/30/2018,,743.0,0,1006,3,1.5,-41.0,,large
5969,mpg,t0039609,Rent Change,4/19/2018,1986-10C,4/21/2018,,1050.0,0,835,1,1.0,0.0,,medium
