,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
3925,sh,t0029902,Rent Change,11/30/2016,TT1185,9/27/2016,7/5/2017,975.0,1,1350,2,1.5,0.0,217 days 00:00:00.000000000,large
3926,ce,t0029907,Rent Change,6/23/2016,C5273G,7/16/2016,7/19/2017,654.0,1,675,1,1.0,0.0,391 days 00:00:00.000000000,medium
3927,ce,t0029925,Rent Change,7/31/2017,S1500-5E,8/13/2016,,763.0,0,955,2,1.0,0.0,,medium
3928,ce,t0029925,Rent Change,8/31/2017,S1500-5E,8/13/2016,,769.0,0,955,2,1.0,6.0,,medium
3929,ce,t0029925,Rent Change,7/31/2018,S1500-5E,8/13/2016,,788.0,0,955,2,1.0,19.0,,medium
3930,ce,t0029925,Rent Change,8/31/2018,S1500-5E,8/13/2016,,800.0,0,955,2,1.0,12.0,,medium
3931,ce,t0029927,Rent Change,8/15/2016,M0018C,,,738.0,0,875,2,1.5,0.0,,medium
3932,ce,t0029927,Rent Change,9/30/2016,M0018C,8/15/2016,,724.0,0,875,2,1.5,-14.0,,medium
3934,sh,t0029929,Rent Change,9/1/2016,WC5956A,6/30/2016,,608.0,0,963,2,1.5,0.0,,medium
3935,sh,t0029929,Rent Change,9/30/2016,WC5956A,6/30/2016,,628.0,0,963,2,1.5,20.0,,medium
3936,sh,t0029929,Rent Change,11/30/2016,WC5956A,6/30/2016,7/29/2017,608.0,1,963,2,1.5,-20.0,241 days 00:00:00.000000000,medium
3937,sh,t0029936,Rent Change,6/25/2016,SH5817,6/30/2016,,721.0,0,1006,3,1.5,0.0,,large
3938,sh,t0029955,Rent Change,7/31/2017,SH5858,6/30/2016,7/31/2018,720.0,1,1006,2,1.5,0.0,365 days 00:00:00.000000000,large
3939,sh,t0029957,Rent Change,7/31/2017,SH5770,7/22/2016,,729.0,0,1006,3,1.5,0.0,,large
3940,sh,t0029957,Rent Change,8/31/2017,SH5770,7/22/2016,10/6/2017,746.0,1,1006,3,1.5,17.0,36 days 00:00:00.000000000,large
3941,sh,t0029958,Rent Change,8/31/2017,WC5940E,7/31/2016,11/7/2017,664.0,1,950,2,2.0,0.0,68 days 00:00:00.000000000,medium
3942,sh,t0029970,Rent Change,8/11/2016,WAIT-3V,8/31/2016,,1010.0,0,1350,3,,0.0,,large
3943,sh,t0029971,Rent Change,7/31/2017,WC5930G,6/30/2016,,664.0,0,950,2,2.0,0.0,,medium
3944,sh,t0029971,Rent Change,7/31/2018,WC5930G,6/30/2016,,720.0,0,950,2,2.0,56.0,,medium
3945,sh,t0029971,Rent Change,8/1/2018,WC5930G,6/30/2016,,680.0,0,950,2,2.0,-40.0,,medium
3946,sh,t0029977,Rent Change,6/30/2017,AC1113,6/30/2016,7/7/2017,1000.0,1,1350,2,1.5,0.0,7 days 00:00:00.000000000,large
3947,sh,t0029978,Rent Change,7/31/2017,SH5860,6/30/2016,10/15/2017,709.0,1,1006,2,1.5,0.0,76 days 00:00:00.000000000,large
3948,sh,t0029987,Rent Change,7/1/2016,WAIT,8/1/2016,,608.0,0,868,2,,0.0,,medium
3949,sh,t0029987,Rent Change,7/1/2016,WAIT,8/1/2016,,608.0,0,0,0,,0.0,,
3950,sh,t0029996,Rent Change,7/31/2017,FT5892E,7/15/2016,3/28/2018,633.0,1,984,2,1.0,0.0,240 days 00:00:00.000000000,medium
3951,ce,t0030013,Rent Change,8/31/2017,M0007F,9/3/2016,,722.0,0,635,1,1.0,0.0,,medium
3952,ce,t0030013,Rent Change,9/30/2017,M0007F,9/3/2016,,729.0,0,635,1,1.0,7.0,,medium
3953,ce,t0030013,Rent Change,8/31/2018,M0007F,9/3/2016,,767.0,0,635,1,1.0,38.0,,medium
3954,ce,t0030013,Rent Change,9/30/2018,M0007F,9/3/2016,,769.0,0,635,1,1.0,2.0,,medium
3955,sh,t0030015,Rent Change,7/8/2016,FT5862P,7/15/2016,,587.0,0,932,2,1.0,0.0,,medium
3956,sh,t0030015,Rent Change,6/30/2017,FT5862P,7/15/2016,8/15/2017,601.0,1,932,2,1.0,14.0,46 days 00:00:00.000000000,medium
3957,ce,t0030044,Rent Change,7/7/2016,S1450D,9/10/2016,7/31/2017,644.0,1,675,1,1.0,0.0,389 days 00:00:00.000000000,medium
3958,ce,t0030046,Rent Change,3/24/2018,C0011A,3/24/2018,7/31/2018,749.0,1,905,2,1.0,0.0,129 days 00:00:00.000000000,medium
3959,sh,t0030055,Rent Change,9/10/2016,TH5969,11/15/2016,12/15/2017,735.0,1,1006,3,1.5,0.0,461 days 00:00:00.000000000,large
3960,ce,t0030058,Rent Change,7/14/2016,C5250H,9/1/2016,,724.0,0,905,1,2.0,0.0,,medium
3961,ce,t0030058,Rent Change,8/31/2017,C5250H,9/30/2016,10/31/2017,773.0,0,905,1,2.0,49.0,61 days 00:00:00.000000000,medium
3962,ce,t0030058,Rent Change,12/1/2017,C5250H,9/30/2016,1/2/2018,724.0,1,905,1,2.0,-49.0,32 days 00:00:00.000000000,medium
3963,sh,t0030059,Rent Change,7/8/2016,FT5906G,7/15/2016,4/27/2017,587.0,1,932,2,1.0,0.0,293 days 00:00:00.000000000,medium
3964,sh,t0030060,Rent Change,7/9/2016,SH5837,7/31/2016,,695.0,0,1006,2,1.5,0.0,,large
3965,sh,t0030067,Rent Change,7/8/2016,WAIT-2B,8/10/2016,,597.0,0,930,0,,0.0,,medium
3966,sh,t0030067,Rent Change,7/8/2016,WAIT-2B,8/10/2016,,597.0,0,950,2,,0.0,,medium
3967,sh,t0030067,Rent Change,7/11/2016,WC5950J,8/10/2016,,639.0,0,950,2,2.0,42.0,,medium
3968,sh,t0030067,Rent Change,7/11/2016,SH5817,8/10/2016,,721.0,0,1006,3,1.5,82.0,,large
3969,sh,t0030067,Rent Change,7/15/2016,WC5933Q,7/14/2016,,628.0,0,963,2,1.5,-93.0,,medium
3970,sh,t0030067,Rent Change,6/30/2017,WC5933Q,7/14/2016,,642.0,0,963,2,1.5,14.0,,medium
3971,sh,t0030067,Rent Change,7/31/2017,WC5933Q,7/14/2016,6/6/2018,653.0,1,963,2,1.5,11.0,310 days 00:00:00.000000000,medium
3972,ce,t0030071,Rent Change,7/31/2017,C5303B,8/5/2016,8/15/2017,646.0,1,675,1,1.0,0.0,15 days 00:00:00.000000000,medium
3973,sh,t0030080,Rent Change,8/2/2016,TH5912,9/1/2016,,914.0,0,1156,3,1.5,0.0,,large
3974,sh,t0030080,Rent Change,8/3/2016,FT5834,9/1/2016,7/20/2017,990.0,1,1350,3,1.5,76.0,351 days 00:00:00.000000000,large
3975,sh,t0030090,Rent Change,7/18/2016,WC5933C,9/10/2016,3/29/2017,628.0,1,963,2,1.5,0.0,254 days 00:00:00.000000000,medium
3976,sh,t0030093,Rent Change,8/3/2016,TH5827,10/1/2016,,824.0,0,1156,3,1.5,0.0,,large
3977,ce,t0030105,Rent Change,7/18/2016,S1500-4H,8/12/2016,,784.0,0,955,2,1.5,0.0,,medium
3978,sh,t0030119,Rent Change,7/31/2017,SH5817,7/15/2016,7/31/2018,746.0,1,1006,3,1.5,0.0,365 days 00:00:00.000000000,large
3979,ce,t0030132,Rent Change,6/30/2018,M0015A,7/23/2016,,881.0,0,875,2,1.5,0.0,,medium
3980,ce,t0030132,Rent Change,7/31/2018,M0015A,7/23/2016,,899.0,0,875,2,1.5,18.0,,medium
3981,sh,t0030133,Rent Change,8/11/2016,SH5910,8/12/2016,,709.0,0,1006,2,1.5,0.0,,large
3982,sh,t0030133,Rent Change,10/10/2016,SH5910,8/12/2016,6/12/2017,695.0,1,1006,2,1.5,-14.0,245 days 00:00:00.000000000,large
3983,sh,t0030144,Rent Change,8/8/2016,WC5970B,8/27/2016,,609.0,0,950,2,1.0,0.0,,medium
3984,sh,t0030144,Rent Change,11/30/2016,WC5970B,8/25/2016,4/4/2017,597.0,1,950,2,1.0,-12.0,125 days 00:00:00.000000000,medium
3985,sh,t0030146,Rent Change,7/19/2016,WC5936A,7/22/2016,,639.0,0,950,2,2.0,0.0,,medium
3986,sh,t0030146,Rent Change,6/30/2017,WC5936A,7/29/2016,,641.0,0,950,2,2.0,2.0,,medium
3987,sh,t0030146,Rent Change,7/31/2017,WC5936A,7/29/2016,,664.0,0,950,2,2.0,23.0,,medium
3988,sh,t0030146,Rent Change,7/31/2018,WC5936A,7/29/2016,,800.0,0,950,2,2.0,136.0,,medium
3989,sh,t0030150,Rent Change,6/30/2017,WC5930E,7/16/2016,,652.0,0,950,2,2.0,0.0,,medium
3990,sh,t0030150,Rent Change,7/31/2017,WC5930E,7/16/2016,7/31/2018,664.0,1,950,2,2.0,12.0,365 days 00:00:00.000000000,medium
3991,ce,t0030168,Rent Change,8/31/2017,M0009E,9/16/2016,,640.0,0,635,1,1.0,0.0,,medium
3992,ce,t0030168,Rent Change,9/30/2017,M0009E,9/16/2016,,646.0,0,635,1,1.0,6.0,,medium
3993,ce,t0030168,Rent Change,8/31/2018,M0009E,9/16/2016,,658.0,0,635,1,1.0,12.0,,medium
3994,ce,t0030168,Rent Change,9/30/2018,M0009E,9/16/2016,,670.0,0,635,1,1.0,12.0,,medium
3995,ce,t0030174,Rent Change,6/30/2017,C5252J,7/30/2016,,717.0,0,905,1,1.0,0.0,,medium
3996,ce,t0030174,Rent Change,7/31/2017,C5252J,7/30/2016,7/29/2018,757.0,1,905,1,1.0,40.0,363 days 00:00:00.000000000,medium
3997,sh,t0030178,Rent Change,7/21/2016,TH5977,8/23/2016,,721.0,0,1006,3,1.5,0.0,,large
3998,sh,t0030178,Rent Change,7/22/2016,TH5811,8/23/2016,,824.0,0,1156,3,1.5,103.0,,large
3999,sh,t0030178,Rent Change,8/31/2017,TH5811,8/25/2016,,849.0,0,1156,3,1.5,25.0,,large
4000,sh,t0030178,Rent Change,8/31/2018,TH5811,8/25/2016,,875.0,0,1156,3,1.5,26.0,,large
4001,ce,t0030186,Rent Change,7/31/2017,S1500-4H,8/1/2016,,799.0,0,955,2,1.5,0.0,,medium
4002,ce,t0030186,Rent Change,7/31/2018,S1500-4H,8/1/2016,,840.0,0,955,2,1.5,41.0,,medium
4003,ce,t0030188,Rent Change,7/31/2017,S1500-3D,8/27/2016,,776.0,0,955,2,2.0,0.0,,medium
4004,ce,t0030188,Rent Change,8/31/2017,S1500-3D,8/27/2016,9/2/2018,789.0,1,955,2,2.0,13.0,367 days 00:00:00.000000000,medium
4005,sh,t0030192,Rent Change,7/29/2016,SH5810,9/15/2016,,721.0,0,1006,3,1.5,0.0,,large
4006,sh,t0030192,Rent Change,8/25/2016,SH5762,9/24/2016,,735.0,0,1006,3,1.5,14.0,,large
4007,sh,t0030192,Rent Change,8/25/2016,TH5765,9/15/2016,,709.0,0,1006,2,1.5,-26.0,,large
4008,sh,t0030197,Rent Change,8/10/2016,TH5977,8/13/2016,,735.0,0,1006,3,1.5,0.0,,large
4009,sh,t0030197,Rent Change,9/30/2017,SH5774,8/20/2016,,760.0,0,1006,3,1.5,25.0,,large
4010,sh,t0030197,Rent Change,9/30/2018,SH5774,8/20/2016,,800.0,0,1006,3,1.5,40.0,,large
4011,ce,t0030198,Rent Change,7/31/2018,C5305G,8/1/2017,,675.0,0,675,1,1.0,0.0,,medium
4012,ce,t0030207,Rent Change,9/9/2016,C0007K,9/9/2016,9/8/2017,664.0,1,675,1,1.0,0.0,364 days 00:00:00.000000000,medium
4013,ce,t0030215,Rent Change,7/31/2017,S1456K,8/13/2016,,677.0,0,675,1,1.0,0.0,,medium
4014,ce,t0030215,Rent Change,8/31/2017,S1456K,8/13/2016,6/15/2018,679.0,1,675,1,1.0,2.0,288 days 00:00:00.000000000,medium
4015,ce,t0030216,Rent Change,9/30/2017,S1458M,9/24/2016,1/2/2018,674.0,1,675,1,1.0,0.0,94 days 00:00:00.000000000,medium
4016,sh,t0030217,Rent Change,8/31/2016,WC5940G,8/15/2016,,1278.0,0,950,2,2.0,0.0,,medium
4018,sh,t0030217,Rent Change,7/31/2017,WC5940G,8/15/2016,,653.0,0,950,2,2.0,14.0,,medium
4019,sh,t0030217,Rent Change,8/31/2017,WC5940G,8/15/2016,8/31/2018,664.0,1,950,2,2.0,11.0,365 days 00:00:00.000000000,medium
4020,ce,t0030242,Rent Change,8/31/2017,S1454C,9/17/2016,,650.0,0,675,1,1.0,0.0,,medium
4021,ce,t0030242,Rent Change,9/30/2017,S1454C,9/17/2016,,657.0,0,675,1,1.0,7.0,,medium
4022,ce,t0030242,Rent Change,10/31/2018,S1454C,9/17/2016,,675.0,0,675,1,1.0,18.0,,medium
4023,ce,t0030252,Rent Change,9/30/2017,M0002C,10/15/2016,,631.0,0,635,1,1.0,0.0,,medium
4024,ce,t0030252,Rent Change,10/31/2017,M0002C,10/15/2016,10/14/2018,636.0,1,635,1,1.0,5.0,348 days 00:00:00.000000000,medium
4025,ce,t0030256,Rent Change,7/31/2017,C5305F,8/1/2016,12/13/2017,657.0,1,675,1,1.0,0.0,135 days 00:00:00.000000000,medium
4026,sh,t0030258,Rent Change,8/22/2016,AC1077,8/26/2016,,1010.0,0,1350,3,1.5,0.0,,large
4027,sh,t0030258,Rent Change,8/22/2016,AC1077,8/26/2016,,990.0,0,1350,3,1.5,-20.0,,large
4028,sh,t0030258,Rent Change,8/31/2017,AC1077,8/26/2016,,1015.0,0,1350,3,1.5,25.0,,large
4029,sh,t0030258,Rent Change,8/31/2018,AC1077,8/26/2016,,1045.0,0,1350,3,1.5,30.0,,large
4030,ce,t0030277,Rent Change,7/28/2016,C5322D,10/7/2016,,654.0,0,675,1,1.0,0.0,,medium
4031,sh,t0030280,Rent Change,7/28/2016,SH5808,7/30/2016,2/15/2017,721.0,1,1006,3,1.5,0.0,202 days 00:00:00.000000000,large
4032,sh,t0030288,Rent Change,7/28/2016,FT5880G,8/10/2016,,608.0,0,984,2,1.0,0.0,,medium
4033,sh,t0030288,Rent Change,7/31/2017,FT5880G,8/10/2016,,626.0,0,984,2,1.0,18.0,,medium
4034,sh,t0030288,Rent Change,8/31/2017,FT5880G,8/10/2016,,633.0,0,984,2,1.0,7.0,,medium
4035,sh,t0030288,Rent Change,8/31/2018,FT5880G,8/10/2016,,685.0,0,984,2,1.0,52.0,,medium
4036,sh,t0030295,Rent Change,7/31/2017,FT5862N,8/12/2016,,603.0,0,932,2,1.0,0.0,,medium
4037,sh,t0030295,Rent Change,8/31/2017,FT5862N,8/12/2016,6/20/2018,612.0,1,932,2,1.0,9.0,293 days 00:00:00.000000000,medium
4038,sh,t0030298,Rent Change,8/5/2016,FT5906A,8/20/2016,,599.0,0,932,2,1.0,0.0,,medium
4039,sh,t0030298,Rent Change,9/27/2016,FT5906A,9/16/2016,,587.0,0,932,2,1.0,-12.0,,medium
4040,sh,t0030298,Rent Change,10/31/2017,FT5906A,9/16/2016,,599.0,0,932,2,1.0,12.0,,medium
4041,sh,t0030298,Rent Change,10/31/2018,FT5906A,9/16/2016,,624.0,0,932,2,1.0,25.0,,medium
4042,sh,t0030301,Rent Change,8/31/2017,TH5833,9/28/2016,,698.0,0,1006,2,1.5,0.0,,large
4043,sh,t0030301,Rent Change,9/30/2017,TH5833,9/28/2016,9/22/2018,720.0,1,1006,2,1.5,22.0,357 days 00:00:00.000000000,large
4044,sh,t0030315,Rent Change,8/22/2016,SH5859,10/14/2016,,709.0,0,1006,2,1.5,0.0,,large
4045,sh,t0030315,Rent Change,1/31/2017,SH5852,10/14/2016,,695.0,0,1006,2,1.5,-14.0,,large
4046,sh,t0030315,Rent Change,10/31/2017,SH5852,10/14/2016,1/5/2018,720.0,1,1006,2,1.5,25.0,66 days 00:00:00.000000000,large
4047,sh,t0030319,Rent Change,8/31/2017,SH5900,9/15/2016,10/19/2017,719.0,1,1006,2,1.5,0.0,49 days 00:00:00.000000000,large
4048,ce,t0030330,Rent Change,6/15/2017,S1500-5A,7/10/2017,,769.0,0,955,2,1.0,0.0,,medium
4049,ce,t0030345,Rent Change,7/31/2017,C0011B,8/13/2016,,743.0,0,905,2,1.0,0.0,,medium
4050,ce,t0030345,Rent Change,8/31/2017,C0011B,8/13/2016,,749.0,0,905,2,1.0,6.0,,medium
4051,ce,t0030345,Rent Change,7/31/2018,C0011B,8/13/2016,,774.0,0,905,2,1.0,25.0,,medium
4052,ce,t0030345,Rent Change,8/31/2018,C0011B,8/13/2016,,789.0,0,905,2,1.0,15.0,,medium
4053,sh,t0030349,Rent Change,8/2/2016,SH5765,9/15/2016,9/1/2017,824.0,1,1156,3,1.5,0.0,395 days 00:00:00.000000000,large
4054,sh,t0030356,Rent Change,8/3/2016,FT5862J,8/18/2016,,587.0,0,932,2,1.0,0.0,,medium
4055,sh,t0030356,Rent Change,8/31/2017,FT5862J,8/27/2016,,612.0,0,932,2,1.0,25.0,,medium
4056,sh,t0030356,Rent Change,8/31/2018,FT5862J,8/27/2016,,650.0,0,932,2,1.0,38.0,,medium
4057,sh,t0030368,Rent Change,8/31/2017,TT1192,8/26/2016,,1035.0,0,1350,3,1.5,0.0,,large
4058,sh,t0030368,Rent Change,8/31/2018,TT1192,8/26/2016,,1041.0,0,1350,3,1.5,6.0,,large
4059,sh,t0030368,Rent Change,9/30/2018,TT1192,8/26/2016,,1065.0,0,1350,3,1.5,24.0,,large
4060,ce,t0030463,Rent Change,8/31/2016,S1500-1A,8/31/2016,,1528.0,0,955,2,1.0,0.0,,medium
4062,ce,t0030463,Rent Change,8/31/2017,S1500-1A,8/31/2016,8/11/2018,779.0,1,955,2,1.0,15.0,345 days 00:00:00.000000000,medium
4063,sh,t0030484,Rent Change,8/31/2017,FT5862B,8/26/2016,,624.0,0,932,2,1.0,0.0,,medium
4064,sh,t0030484,Rent Change,8/31/2018,FT5862B,8/26/2016,,650.0,0,932,2,1.0,26.0,,medium
4065,sh,t0030496,Rent Change,10/10/2016,WC5946D,9/16/2016,,659.0,0,950,2,2.0,0.0,,medium
4066,sh,t0030496,Rent Change,10/31/2016,WC5946D,9/16/2016,10/14/2017,652.0,1,950,2,2.0,-7.0,348 days 00:00:00.000000000,medium
4067,ce,t0030499,Rent Change,10/31/2016,C05268,9/28/2016,8/31/2017,1034.0,1,1400,3,2.5,0.0,304 days 00:00:00.000000000,large
4068,sh,t0030506,Rent Change,9/30/2017,TH5977,8/31/2016,,760.0,0,1006,3,1.5,0.0,,large
4069,sh,t0030506,Rent Change,9/30/2018,TH5977,8/31/2016,,800.0,0,1006,3,1.5,40.0,,large
4070,sh,t0030508,Rent Change,8/19/2016,SH5916,10/15/2016,,709.0,0,1006,2,1.5,0.0,,large
4071,sh,t0030508,Rent Change,10/31/2017,TH5805,10/15/2016,,722.0,0,1006,2,1.5,13.0,,large
4072,sh,t0030508,Rent Change,12/1/2017,TH5805,10/15/2016,11/7/2018,734.0,1,1006,2,1.5,12.0,341 days 00:00:00.000000000,large
4073,sh,t0030514,Rent Change,8/31/2017,TT1172,8/24/2016,,1035.0,0,1350,3,1.5,0.0,,large
4074,sh,t0030514,Rent Change,8/31/2018,TT1172,8/24/2016,,1075.0,0,1350,3,1.5,40.0,,large
4075,sh,t0030521,Rent Change,8/8/2016,AC1119,8/8/2016,8/12/2016,995.0,1,1350,2,1.5,0.0,4 days 00:00:00.000000000,large
4076,sh,t0030537,Rent Change,9/30/2017,SH5906,9/30/2016,,711.0,0,1006,2,1.5,0.0,,large
4077,sh,t0030537,Rent Change,10/31/2017,SH5906,9/30/2016,,734.0,0,1006,2,1.5,23.0,,large
4078,sh,t0030537,Rent Change,9/30/2018,SH5906,9/30/2016,,739.0,0,1006,2,1.5,5.0,,large
4079,sh,t0030537,Rent Change,10/31/2018,SH5906,9/30/2016,,775.0,0,1006,2,1.5,36.0,,large
4080,sh,t0030562,Rent Change,8/31/2018,SH5819,9/15/2017,,770.0,0,1006,3,1.5,0.0,,large
4081,sh,t0030562,Rent Change,9/30/2018,SH5819,9/15/2017,,800.0,0,1006,3,1.5,30.0,,large
4082,sh,t0030606,Rent Change,1/4/2017,FT5843,2/17/2017,,1010.0,0,1350,3,1.5,0.0,,large
4083,sh,t0030606,Rent Change,2/28/2018,FT5843,2/17/2017,,1058.0,0,1350,3,1.5,48.0,,large
4084,sh,t0030606,Rent Change,3/31/2018,FT5843,2/17/2017,,1110.0,0,1350,3,1.5,52.0,,large
4085,sh,t0030609,Rent Change,9/30/2017,TH5767,9/8/2016,,734.0,0,1006,2,1.5,0.0,,large
4086,sh,t0030618,Rent Change,7/31/2018,WC5950B,8/31/2017,,654.0,0,950,2,2.0,0.0,,medium
4087,sh,t0030618,Rent Change,8/31/2018,WC5950B,8/31/2017,,700.0,0,950,2,2.0,46.0,,medium
4088,sh,t0030619,Rent Change,8/31/2017,SH5829,9/16/2016,,722.0,0,1006,2,1.5,0.0,,large
4089,sh,t0030619,Rent Change,9/30/2017,SH5829,9/16/2016,,734.0,0,1006,2,1.5,12.0,,large
4090,sh,t0030619,Rent Change,9/30/2018,SH5829,9/16/2016,,775.0,0,1006,2,1.5,41.0,,large
4091,sh,t0030619,Rent Change,10/31/2018,SH5829,9/16/2016,,755.0,0,1006,2,1.5,-20.0,,large
4092,sh,t0030624,Rent Change,9/30/2017,SH5915,9/30/2016,,710.0,0,1006,2,1.5,0.0,,large
4093,sh,t0030624,Rent Change,10/31/2017,SH5915,9/30/2016,9/2/2018,734.0,1,1006,2,1.5,24.0,306 days 00:00:00.000000000,large
4094,sh,t0030653,Rent Change,8/26/2016,SH5839,9/30/2016,,709.0,0,1006,2,1.5,0.0,,large
4095,sh,t0030653,Rent Change,8/31/2017,SH5839,8/31/2016,,734.0,0,1006,2,1.5,25.0,,large
4096,sh,t0030653,Rent Change,8/31/2018,SH5839,8/31/2016,,750.0,0,1006,2,1.5,16.0,,large
4097,sh,t0030657,Rent Change,8/31/2017,AC1119,8/25/2016,10/2/2017,1020.0,1,1350,2,1.5,0.0,32 days 00:00:00.000000000,large
4098,ce,t0030666,Rent Change,7/31/2017,S1500-1K,8/27/2016,,810.0,0,955,2,2.0,0.0,,medium
4099,ce,t0030666,Rent Change,8/31/2017,S1500-1K,8/27/2016,,814.0,0,955,2,2.0,4.0,,medium
4100,ce,t0030666,Rent Change,7/31/2018,S1500-1K,8/27/2016,,820.0,0,955,2,2.0,6.0,,medium
4101,ce,t0030666,Rent Change,8/31/2018,S1500-1K,8/27/2016,10/13/2018,850.0,1,955,2,2.0,30.0,43 days 00:00:00.000000000,medium
4102,sh,t0030679,Rent Change,7/31/2017,SH5850,8/31/2016,,710.0,0,1006,2,1.5,0.0,,large
4103,sh,t0030679,Rent Change,8/31/2017,SH5850,8/31/2016,,734.0,0,1006,2,1.5,24.0,,large
4104,sh,t0030679,Rent Change,8/31/2018,SH5850,8/31/2016,,775.0,0,1006,2,1.5,41.0,,large
4105,ce,t0030688,Rent Change,8/31/2017,C5252G,9/13/2016,10/19/2017,746.0,1,905,1,1.0,0.0,49 days 00:00:00.000000000,medium
4106,sh,t0030689,Rent Change,8/31/2017,SH5916,8/31/2016,8/31/2018,734.0,1,1006,2,1.5,0.0,365 days 00:00:00.000000000,large
4107,sh,t0030690,Rent Change,9/27/2016,TT1221,10/18/2016,,995.0,0,1350,2,1.5,0.0,,large
4108,sh,t0030690,Rent Change,9/29/2016,FT5842,10/18/2016,,1010.0,0,1350,3,1.5,15.0,,large
4109,sh,t0030690,Rent Change,9/30/2017,FT5842,10/19/2016,,1020.0,0,1350,3,1.5,10.0,,large
4110,sh,t0030690,Rent Change,10/31/2017,FT5842,10/19/2016,,1035.0,0,1350,3,1.5,15.0,,large
4111,sh,t0030690,Rent Change,9/30/2018,FT5842,10/19/2016,,1125.0,0,1350,3,1.5,90.0,,large
4112,sh,t0030690,Rent Change,10/31/2018,FT5842,10/19/2016,,1250.0,0,1350,3,1.5,125.0,,large
4113,sh,t0030698,Rent Change,3/31/2018,WC5940D,4/28/2017,,657.0,0,950,2,2.0,0.0,,medium
4114,sh,t0030698,Rent Change,4/30/2018,WC5940D,4/28/2017,,700.0,0,950,2,2.0,43.0,,medium
4115,ce,t0030701,Rent Change,8/31/2017,C5303K,9/17/2016,,672.0,0,675,1,1.0,0.0,,medium
4116,ce,t0030701,Rent Change,9/30/2017,C5303K,9/17/2016,11/18/2017,677.0,1,675,1,1.0,5.0,49 days 00:00:00.000000000,medium
4117,ce,t0030703,Rent Change,8/29/2016,M0002F,9/15/2016,,656.0,0,635,1,1.0,0.0,,medium
4118,ce,t0030703,Rent Change,8/31/2017,M0002F,9/15/2016,,661.0,0,635,1,1.0,5.0,,medium
4119,ce,t0030703,Rent Change,9/30/2017,M0002F,9/15/2016,9/15/2018,666.0,1,635,1,1.0,5.0,350 days 00:00:00.000000000,medium
4120,ce,t0030710,Rent Change,1/6/2017,C5307L,2/14/2017,,687.0,0,675,1,1.0,0.0,,medium
4121,ce,t0030715,Rent Change,9/30/2017,S1500-7C,10/22/2016,,895.0,0,1088,2,1.5,0.0,,large
4122,ce,t0030715,Rent Change,10/31/2017,S1500-7C,10/22/2016,4/11/2018,901.0,1,1088,2,1.5,6.0,162 days 00:00:00.000000000,large
4123,ce,t0030719,Rent Change,9/30/2017,S1500-6L,9/30/2016,9/29/2018,789.0,1,955,2,1.0,0.0,364 days 00:00:00.000000000,medium
4124,sh,t0030731,Rent Change,9/6/2016,SH5833,10/20/2016,,709.0,0,1006,2,1.5,0.0,,large
4125,sh,t0030744,Rent Change,10/13/2016,TH5975,10/25/2016,,840.0,0,1156,3,1.5,0.0,,large
4126,sh,t0030744,Rent Change,12/1/2017,TH5975,10/25/2016,6/5/2018,890.0,1,1156,3,1.5,50.0,186 days 00:00:00.000000000,large
4127,ce,t0030765,Rent Change,8/31/2017,C5254K,9/10/2016,,842.0,0,955,2,2.0,0.0,,medium
4128,ce,t0030765,Rent Change,9/30/2017,C5254K,9/10/2016,9/9/2018,879.0,1,955,2,2.0,37.0,344 days 00:00:00.000000000,medium
4129,sh,t0030792,Rent Change,8/31/2017,TT1177,9/30/2016,,996.0,0,1350,2,1.5,0.0,,large
4130,sh,t0030792,Rent Change,9/30/2017,TT1177,9/30/2016,,1020.0,0,1350,2,1.5,24.0,,large
4131,sh,t0030792,Rent Change,9/30/2018,TT1177,9/30/2016,,1075.0,0,1350,2,1.5,55.0,,large
4132,ce,t0030807,Rent Change,8/31/2017,C0007M,9/17/2016,10/1/2017,700.0,1,675,1,1.0,0.0,31 days 00:00:00.000000000,medium
4133,sh,t0030813,Rent Change,9/30/2017,FT5906G,9/21/2016,,624.0,0,932,2,1.0,0.0,,medium
4134,sh,t0030813,Rent Change,9/30/2018,FT5906G,9/21/2016,,650.0,0,932,2,1.0,26.0,,medium
4135,sh,t0030825,Rent Change,9/30/2017,SH5834,9/20/2016,,744.0,0,1006,3,1.5,0.0,,large
4136,sh,t0030825,Rent Change,10/31/2017,SH5834,9/20/2016,,760.0,0,1006,3,1.5,16.0,,large
4137,sh,t0030825,Rent Change,9/30/2018,SH5834,9/20/2016,,776.0,0,1006,3,1.5,16.0,,large
4138,sh,t0030825,Rent Change,10/31/2018,SH5834,9/20/2016,,800.0,0,1006,3,1.5,24.0,,large
4139,sh,t0030825,Rent Change,12/31/2018,SH5834,9/20/2016,,760.0,0,1006,3,1.5,-40.0,,large
4140,ce,t0030832,Rent Change,8/31/2017,M0022C,9/12/2016,,904.0,0,875,2,1.5,0.0,,medium
4141,ce,t0030832,Rent Change,9/30/2017,M0022C,9/12/2016,9/11/2018,908.0,1,875,2,1.5,4.0,346 days 00:00:00.000000000,medium
4142,ce,t0030834,Rent Change,9/30/2017,M0020F,9/30/2016,,758.0,0,875,2,1.5,0.0,,medium
